n,k,pzl
4,92,15 0 0 16 0 2 4 0 0 7 0 9 0 0 13 14 0 13 5 7 0 3 0 10 0 2 12 14 6 0 15 0 0 9 0 12 0 0 13 11 0 15 6 0 2 4 1 0 8 0 2 6 0 12 0 16 4 11 10 13 3 0 0 7 0 4 6 0 12 0 2 13 0 9 7 10 0 0 0 11 1 2 9 0 3 8 10 7 6 14 16 0 4 13 12 5 7 8 16 0 0 0 11 0 12 13 2 1 9 3 6 10 12 0 13 14 0 15 16 0 11 3 5 0 8 0 7 2 6 3 4 0 7 10 15 14 2 5 0 12 0 9 0 0 2 0 0 0 0 13 3 0 0 16 4 11 15 0 0 12 9 14 11 10 4 0 5 12 0 6 0 0 0 2 3 1 16 0 15 0 2 0 0 0 7 10 9 3 0 8 14 4 0 0 0 0 10 14 0 0 13 12 0 2 0 7 0 6 0 6 0 2 0 5 1 15 16 4 3 7 13 12 0 9 13 15 12 0 0 0 7 2 10 0 0 6 1 0 5 3 0 7 8 3 13 6 12 4 0 0 14 5 0 16 2 0
4,93,6 3 7 5 2 0 0 0 10 0 0 0 13 14 15 0 14 0 0 0 3 5 6 7 1 0 2 0 8 9 10 0 16 0 9 4 0 11 10 12 3 13 0 14 1 7 5 0 11 8 1 0 13 0 0 16 5 6 7 0 2 0 12 0 0 0 0 8 1 0 7 0 9 0 0 0 15 16 13 0 0 6 3 7 0 0 9 15 0 5 14 13 11 12 2 0 9 11 0 14 0 13 16 8 2 15 0 0 4 10 0 7 10 0 15 16 12 0 0 0 4 0 8 6 0 3 1 0 0 0 2 0 7 9 0 13 0 0 0 3 12 15 0 10 0 0 8 11 6 12 15 4 0 2 0 0 16 0 0 1 12 15 10 0 0 0 1 2 0 11 6 4 7 8 3 5 13 14 16 1 10 8 0 5 7 0 12 0 0 11 0 2 7 0 4 2 11 0 12 3 0 10 0 8 14 0 0 0 5 9 0 0 15 4 8 0 6 16 13 0 0 2 11 12 0 10 6 12 0 2 13 0 11 3 4 5 9 1 7 15 15 0 11 13 9 7 5 0 12 14 1 0 3 6 0 0
4,93,1 10 0 8 0 3 6 5 7 0 0 13 0 14 15 16 7 13 6 0 0 4 8 10 0 0 15 16 3 9 11 0 14 0 0 3 9 7 16 15 1 2 0 5 6 8 10 13 0 0 0 0 11 13 12 14 3 6 10 0 1 0 0 7 2 0 0 0 4 12 5 13 0 0 16 11 14 0 9 10 4 5 7 0 0 0 3 0 0 1 2 0 8 13 0 0 8 0 0 0 7 6 0 9 0 3 0 0 2 0 0 1 9 14 13 16 0 0 2 8 5 10 12 6 0 0 0 0 3 4 5 0 13 0 15 0 2 11 0 0 16 10 1 8 0 2 0 0 3 8 14 0 15 0 9 7 13 0 12 4 11 16 9 0 5 10 1 12 6 4 0 3 0 7 0 14 12 8 15 14 16 0 4 7 13 5 1 0 9 11 0 6 0 3 8 1 0 11 7 0 0 12 0 9 10 6 0 2 10 0 11 0 12 0 13 3 14 0 0 2 5 0 0 0 16 9 0 0 0 5 10 1 0 13 6 4 7 0 14 15 13 7 0 0 6 15 9 2 0 0 0 1 0 12 16 0
4,93,0 0 0 11 0 0 0 4 5 6 7 12 10 13 15 14 13 1 7 15 0 6 8 0 2 3 0 0 9 0 0 0 3 0 14 0 0 0 12 0 10 15 13 16 1 2 0 0 10 0 0 5 15 0 0 0 0 0 0 11 0 6 4 7 0 0 0 0 13 0 0 3 8 10 12 9 0 16 14 0 5 3 9 7 14 16 11 1 4 2 0 6 12 10 0 13 8 0 15 13 2 0 0 6 14 0 16 1 5 9 7 3 11 0 16 14 8 15 0 0 0 0 3 0 0 1 0 4 0 5 0 8 4 14 0 13 9 12 6 0 16 15 0 1 6 0 1 12 0 5 9 0 16 0 0 0 13 14 3 0 4 11 13 9 12 10 0 0 3 5 0 14 0 8 0 6 0 15 0 16 3 1 6 0 0 0 8 7 4 12 9 0 7 8 5 3 9 11 15 14 12 16 10 13 6 4 0 0 0 9 6 2 10 3 1 0 0 0 4 0 11 0 0 15 12 0 11 1 0 4 13 7 15 9 0 2 8 3 10 16 15 0 0 10 0 0 0 5 0 1 11 3 14 0 12 9
4,93,10 0 5 0 0 2 3 0 7 0 13 9 11 0 15 16 8 16 0 2 4 5 7 9 1 0 14 0 0 0 0 0 15 0 6 13 0 0 14 11 0 3 0 12 0 5 4 9 14 0 9 1 0 0 16 0 5 4 10 0 2 3 0 0 0 0 0 3 6 9 4 0 0 10 0 13 0 0 0 15 0 0 10 6 12 7 8 0 14 0 15 2 0 9 13 11 0 14 15 16 2 13 0 0 3 1 12 0 5 8 7 0 0 12 13 8 16 14 15 3 0 0 5 7 4 0 0 2 2 1 0 5 0 11 12 0 0 13 9 0 8 15 6 0 6 9 12 0 5 0 1 14 8 7 11 3 0 16 0 0 0 0 0 0 10 6 2 16 4 0 1 0 9 11 5 3 0 0 0 0 9 4 13 8 15 2 6 5 7 10 1 0 5 0 1 0 14 16 9 12 13 0 0 11 6 2 3 0 0 15 0 0 11 8 0 4 9 5 3 10 14 13 16 0 13 8 14 0 15 3 0 2 0 6 0 1 12 7 0 0 0 6 16 11 7 0 5 0 0 14 2 0 15 4 9 10
4,93,0 11 0 1 0 2 0 4 7 0 9 0 0 14 0 16 14 4 0 9 1 0 7 8 5 15 2 16 0 11 0 13 0 8 5 0 0 10 16 15 12 11 14 0 0 4 6 0 7 16 15 0 13 11 12 14 1 3 0 0 8 2 5 0 1 3 0 7 0 15 9 0 8 0 0 0 13 16 0 0 0 0 6 8 11 13 4 16 9 14 0 1 0 15 3 0 9 12 11 14 0 0 6 0 13 0 5 0 4 8 1 2 10 13 16 15 12 14 8 1 4 0 3 7 9 0 11 0 3 1 2 4 0 7 0 0 0 0 0 12 0 0 8 5 6 0 0 0 0 12 2 13 3 1 0 0 0 9 14 10 0 5 9 12 8 0 15 3 2 10 7 0 0 0 4 1 15 10 14 16 0 1 0 9 0 0 8 4 12 7 0 3 4 9 0 5 14 8 0 11 10 0 0 2 6 1 0 0 0 0 0 0 0 5 10 0 16 4 0 6 14 3 0 0 8 14 12 0 0 9 0 0 0 5 11 0 0 10 7 4 16 0 0 10 15 0 3 2 14 8 1 9 5 12 13 11
4,93,9 7 0 3 0 0 0 5 6 0 10 0 13 15 14 0 1 14 0 2 3 0 0 0 0 15 13 16 8 10 11 12 16 0 6 0 0 0 13 15 0 0 0 12 2 0 4 9 0 11 10 13 8 14 0 0 0 0 9 7 3 1 0 0 0 1 0 0 15 0 5 10 7 6 8 0 14 9 16 11 5 0 7 10 9 0 3 0 11 14 1 0 4 13 0 15 6 9 14 12 4 13 0 2 0 0 0 15 7 8 0 10 11 13 15 16 14 1 0 8 0 0 12 4 5 2 0 0 4 10 0 5 7 9 12 11 8 2 0 3 15 16 13 0 0 2 0 14 13 16 15 0 10 0 5 9 6 11 0 4 0 15 16 0 2 3 8 6 0 0 0 14 10 5 0 1 0 0 13 9 5 0 10 0 16 11 15 0 0 0 8 0 0 4 5 1 16 0 9 13 14 7 0 6 0 0 10 3 14 0 0 0 0 8 1 0 15 16 0 10 0 6 0 13 13 16 11 15 6 10 14 0 12 9 0 0 1 0 2 8 0 12 0 0 0 5 2 3 13 0 0 8 0 14 15 7
4,93,2 10 4 15 0 3 7 5 6 8 9 11 12 13 0 0 11 3 5 13 2 0 0 0 1 12 16 14 0 9 10 0 9 7 0 16 0 0 0 14 2 3 15 4 5 1 0 8 8 6 0 1 0 0 0 0 7 5 0 13 3 0 4 11 0 0 0 0 0 14 11 0 5 15 7 0 0 10 16 0 1 5 7 10 8 15 2 3 0 0 0 6 11 4 9 14 0 0 0 11 16 12 0 10 14 0 4 2 0 3 5 7 0 15 0 0 13 4 5 0 9 11 3 10 6 8 0 2 0 9 2 0 6 0 12 11 4 0 0 16 14 15 13 0 4 14 8 7 0 0 0 15 11 0 5 12 9 0 2 1 0 0 0 12 0 2 14 9 0 10 6 0 0 0 0 5 0 11 15 0 0 0 0 0 8 2 0 0 16 12 3 4 0 4 1 2 15 13 3 0 0 9 0 0 10 14 8 6 15 13 3 0 0 0 0 2 10 6 0 1 0 7 11 9 6 16 11 9 0 1 10 4 0 0 8 3 2 5 12 13 0 12 0 8 11 0 9 0 0 0 2 0 0 16 15 3
4,93,0 0 4 6 2 8 3 5 0 9 13 11 0 12 15 16 10 2 13 0 0 4 6 0 0 0 15 16 5 8 0 9 14 5 15 11 9 0 0 0 1 2 3 8 0 6 7 13 12 16 8 9 13 11 15 0 4 0 6 0 1 2 0 0 0 1 5 8 7 3 2 0 11 6 0 0 0 0 12 14 2 3 7 0 4 14 16 6 8 1 0 15 0 0 9 10 6 0 14 0 0 5 9 0 2 0 4 0 0 1 8 7 0 0 16 15 8 0 1 0 7 3 14 13 0 4 5 0 0 4 0 0 6 9 0 0 5 0 0 14 0 11 0 15 5 13 0 10 14 0 4 0 0 0 0 2 6 3 16 8 8 15 0 16 3 0 0 2 6 10 11 0 0 0 14 0 0 6 12 14 0 16 7 0 0 0 1 3 0 0 4 2 7 0 0 0 12 13 14 1 0 11 10 0 15 9 3 4 0 12 11 0 0 2 8 0 14 4 7 0 10 16 6 1 15 0 0 1 16 7 11 4 3 0 0 6 8 0 13 5 16 14 3 0 10 6 5 9 13 0 0 0 0 0 0 11
4,93,11 0 8 1 0 0 5 9 0 0 7 12 13 14 15 0 12 0 0 0 1 0 2 0 0 0 16 0 3 0 0 9 0 13 0 15 7 0 10 0 1 5 9 3 8 2 6 12 6 0 9 0 12 13 15 16 2 4 8 11 0 7 0 10 1 3 0 4 5 0 0 7 8 9 11 10 0 15 0 0 2 0 7 8 4 10 11 1 0 0 0 15 0 3 13 6 0 10 12 0 0 15 0 3 0 0 6 13 4 11 0 2 0 11 15 14 16 0 0 6 3 7 0 0 5 1 10 0 3 1 0 0 11 0 0 15 6 2 13 9 14 12 0 0 7 0 16 2 0 12 8 13 0 0 1 0 0 10 0 0 0 9 13 12 0 0 3 0 0 0 15 8 16 6 1 5 8 15 14 0 6 0 4 0 12 3 10 16 7 9 2 13 10 8 0 7 13 0 9 11 16 0 14 2 0 5 4 15 0 16 0 6 10 0 1 12 0 0 4 0 2 0 9 0 0 12 0 0 15 16 0 4 0 10 3 0 11 8 14 7 0 4 3 9 0 0 7 2 11 13 5 6 10 16 0 1
4,93,15 1 16 4 2 5 0 6 7 0 9 0 11 0 13 14 3 11 5 2 1 0 0 0 6 0 13 0 15 9 10 0 0 13 14 12 9 11 10 0 0 0 0 0 0 4 6 0 10 0 8 0 12 14 15 13 0 5 16 0 0 2 3 7 1 0 3 6 0 0 0 0 0 4 14 9 0 0 15 0 5 7 11 0 4 10 9 0 0 2 15 16 6 14 12 0 0 14 13 16 0 3 2 15 0 6 0 12 7 10 0 9 9 10 12 0 0 0 6 0 11 0 7 8 2 1 5 4 11 3 1 5 0 0 12 10 0 0 2 6 0 0 4 13 0 0 7 10 6 15 0 0 1 0 11 0 8 5 9 12 0 16 9 0 8 2 0 5 0 0 12 0 14 0 0 0 8 12 15 0 13 0 16 11 9 10 0 4 3 6 0 0 13 5 4 0 0 0 0 2 0 9 8 1 0 0 16 0 0 9 2 1 3 16 13 7 15 0 10 0 4 8 0 6 0 8 10 7 15 12 5 4 0 13 6 0 9 0 11 1 16 0 6 11 0 8 1 9 0 7 4 3 10 0 0 5
4,93,7 9 13 0 1 2 5 3 0 0 10 11 0 0 15 0 16 12 0 0 0 6 0 0 3 0 0 15 0 0 0 0 3 8 14 11 10 9 12 0 0 0 16 0 0 4 7 6 1 4 15 5 0 0 14 16 6 0 9 0 0 2 0 8 4 1 3 8 2 0 0 10 12 5 6 9 14 13 0 15 0 7 0 12 6 15 3 0 0 11 0 0 10 1 16 0 5 6 10 15 11 0 0 0 7 16 2 1 8 9 0 12 11 0 16 14 0 1 0 0 10 0 0 0 0 0 2 5 0 2 1 3 5 0 10 7 9 12 15 13 0 11 0 14 8 5 0 9 0 13 0 14 0 10 4 16 0 0 1 2 13 0 12 16 15 8 0 11 0 2 7 0 0 10 4 0 0 15 0 4 12 16 2 9 0 6 14 8 0 3 5 7 9 10 0 0 0 12 13 0 0 1 11 7 4 16 0 3 0 16 4 0 14 5 9 1 13 3 0 10 0 0 6 11 0 11 6 1 7 3 15 4 16 9 0 2 5 8 13 0 15 0 0 0 16 0 0 2 14 4 0 6 9 0 12 0
4,93,0 11 9 0 1 3 0 6 7 8 10 13 12 0 15 16 16 0 12 1 0 5 0 7 2 3 6 15 9 0 13 11 7 13 15 0 0 0 11 0 0 0 14 16 3 0 8 0 8 0 10 6 14 13 15 16 0 11 12 0 2 0 4 0 1 0 0 7 13 4 16 0 0 5 8 6 0 0 9 15 0 4 8 0 12 6 7 0 11 2 15 1 13 3 16 0 0 12 13 15 3 2 0 8 14 9 0 7 0 0 10 5 0 6 14 16 0 0 9 10 0 13 4 0 8 0 1 0 2 0 4 0 0 14 10 11 0 0 7 0 0 16 0 13 12 1 7 9 0 0 13 0 6 0 5 0 14 4 2 3 6 0 0 0 5 1 12 4 3 0 0 0 0 0 7 9 10 0 16 0 2 7 3 0 8 15 0 4 0 11 0 0 3 0 1 0 10 15 0 13 16 6 9 0 0 0 0 12 15 9 5 0 11 0 0 1 4 7 3 2 0 13 14 0 14 0 2 8 7 9 0 3 13 12 11 0 1 15 6 0 13 10 6 0 16 12 0 2 0 14 0 5 7 9 0 0
4,93,0 0 13 0 0 1 4 0 8 0 0 9 14 0 0 16 0 6 11 2 3 5 9 8 0 16 0 0 0 10 12 13 0 1 9 0 0 7 14 15 0 0 0 0 2 5 6 0 14 15 4 8 10 0 16 12 5 2 6 11 1 0 0 0 1 4 5 6 7 0 2 0 0 10 8 12 0 14 0 0 0 3 7 9 0 4 0 0 6 0 0 1 10 12 8 11 11 0 0 15 1 0 8 13 4 0 0 16 0 6 0 7 8 0 0 0 0 6 12 9 14 0 15 7 3 0 2 0 3 0 0 4 0 15 5 10 2 8 9 6 0 16 11 14 0 2 6 14 8 0 13 1 16 12 11 4 7 0 0 10 9 13 0 0 16 0 6 14 7 0 0 3 0 0 4 5 0 16 8 0 4 0 3 7 10 14 0 5 0 9 1 2 6 8 2 1 13 0 0 3 15 5 7 14 0 4 10 0 0 0 15 5 6 8 10 0 12 0 3 0 0 7 16 1 4 0 3 0 9 12 0 0 0 1 16 8 15 0 14 0 16 9 12 0 15 14 1 2 11 6 0 10 8 0 5 0
4,93,9 0 0 14 2 1 3 4 5 6 0 0 10 0 0 15 0 5 12 10 0 8 0 11 1 4 13 15 2 9 0 16 6 8 0 0 5 0 15 0 12 14 16 10 0 3 0 7 13 1 7 15 0 0 14 16 0 0 0 11 4 5 6 8 2 3 4 0 1 0 11 0 7 0 0 0 0 0 15 10 1 7 8 9 4 2 13 6 0 0 15 3 5 0 0 0 0 0 14 0 0 3 10 0 0 5 0 2 7 1 4 9 10 12 0 16 0 7 5 0 0 1 4 6 0 2 0 0 4 0 1 3 0 5 0 0 6 15 7 0 0 16 13 0 0 13 0 0 0 4 0 14 9 0 10 16 0 0 0 11 8 14 0 0 13 0 16 2 0 3 1 12 6 0 10 5 15 16 0 0 7 6 1 0 0 11 5 14 9 4 2 3 7 4 5 0 0 11 8 1 10 16 14 9 13 0 3 0 0 9 3 0 15 14 6 5 8 0 11 0 16 10 7 0 0 0 11 1 16 13 2 3 15 0 6 5 0 12 0 0 16 15 13 0 9 0 4 7 3 0 2 0 11 0 5 6
4,93,3 13 9 0 0 0 5 0 7 8 10 11 0 14 0 16 12 0 1 15 0 0 4 0 9 2 5 0 0 11 0 10 5 6 10 0 0 0 12 14 0 13 16 15 7 0 4 0 14 0 8 7 13 0 15 0 3 4 12 6 2 1 0 0 2 0 5 0 12 0 13 1 0 9 0 10 14 0 11 15 1 4 11 8 10 0 16 0 12 15 0 0 5 13 0 3 0 9 0 14 8 5 0 11 16 0 6 13 0 4 1 0 10 12 13 16 14 0 6 15 0 0 11 0 0 9 2 0 4 1 3 0 6 12 9 0 0 7 0 16 11 0 0 0 6 0 7 9 11 16 8 0 5 14 4 12 0 15 0 0 0 14 16 13 4 15 7 0 6 0 8 0 9 0 12 5 8 15 12 0 2 1 14 5 13 11 9 3 0 6 7 4 0 5 2 1 0 0 10 12 0 16 13 4 3 0 0 6 16 7 0 12 5 0 11 2 15 6 3 8 0 10 0 13 0 0 14 0 0 0 1 4 10 5 0 9 0 0 16 0 15 10 0 0 0 0 0 0 14 0 0 7 4 5 8 2
4,93,0 2 0 12 1 3 5 0 6 7 8 9 10 14 15 16 0 14 10 0 2 6 7 0 3 1 0 4 5 12 11 13 3 0 0 8 10 0 11 0 12 0 14 0 1 0 7 0 0 0 0 4 0 15 13 14 2 11 0 10 0 9 6 0 1 3 0 0 15 13 2 0 8 0 7 0 11 0 0 9 0 0 7 9 0 0 0 10 5 12 0 0 8 15 1 0 8 10 0 13 5 14 0 0 9 0 0 2 4 0 12 3 12 0 0 0 0 0 0 7 4 3 10 1 0 0 2 5 0 8 2 0 6 0 0 0 0 5 11 0 12 1 0 0 0 1 9 6 4 0 14 15 0 0 12 3 0 0 8 0 10 13 12 0 11 5 0 0 1 0 2 0 0 4 9 0 15 11 16 7 8 10 12 1 0 0 0 0 0 5 0 6 6 4 15 2 13 0 10 9 11 0 3 7 16 8 5 12 14 0 0 10 7 0 6 5 13 15 1 12 9 11 4 2 7 0 5 1 16 12 0 11 0 2 4 8 14 0 13 15 13 0 8 11 14 4 15 0 16 0 6 0 7 3 10 1
4,93,8 0 0 0 2 3 4 5 9 0 10 12 11 15 13 0 0 0 2 13 1 0 7 8 0 5 11 16 9 10 12 0 10 0 7 5 0 11 0 16 0 13 14 0 2 0 8 0 9 16 0 11 10 0 0 0 0 3 8 6 0 5 4 0 0 0 0 0 16 5 9 0 8 0 12 0 0 14 11 15 5 3 0 0 12 0 0 0 0 0 15 1 10 0 16 4 12 9 13 10 15 1 6 11 0 16 3 4 0 2 5 8 0 11 15 0 4 10 0 13 0 2 9 0 3 6 0 12 0 1 3 9 0 14 0 12 6 10 0 8 16 7 15 0 4 5 0 12 0 9 0 10 7 15 16 0 0 0 3 11 0 0 0 14 0 16 0 0 12 1 5 11 4 8 9 2 0 13 16 15 7 8 0 4 0 14 2 0 6 12 10 5 7 0 0 0 0 15 16 9 11 12 0 0 8 0 6 1 0 0 11 0 8 0 3 1 15 0 0 2 0 16 14 0 16 12 9 1 0 4 5 2 10 8 0 0 0 11 0 3 15 8 14 0 0 7 10 0 16 4 1 5 12 13 0 9
4,93,2 0 1 0 0 4 5 0 0 8 11 10 0 0 13 16 5 0 6 0 8 0 0 7 0 0 15 16 4 9 10 14 0 13 0 0 9 0 0 0 1 5 2 14 3 0 6 7 8 12 7 16 0 13 15 0 3 4 0 6 1 2 5 0 1 4 0 0 2 5 16 11 8 0 0 0 9 10 0 15 7 2 0 8 0 10 13 9 0 15 0 0 11 0 12 0 0 10 14 0 7 0 0 3 2 1 0 11 5 0 0 0 11 0 0 13 1 15 14 4 9 0 0 5 7 3 2 8 3 5 2 7 0 6 10 0 13 12 0 1 0 14 8 9 4 1 0 10 5 16 0 0 11 3 14 15 6 12 7 2 0 11 0 12 14 3 0 8 5 2 10 9 0 0 1 13 0 15 9 0 4 2 0 0 0 6 8 0 10 11 0 5 15 6 4 1 13 0 3 2 10 11 5 8 0 0 0 12 12 9 11 3 16 0 4 0 6 0 13 2 0 5 15 10 0 0 0 5 0 11 8 10 0 0 0 3 0 0 9 0 16 8 0 2 0 0 0 5 4 0 7 0 0 1 11 3
4,93,15 0 0 4 5 1 2 3 6 7 10 9 14 11 0 0 14 0 12 3 4 0 8 11 1 5 2 16 9 13 15 10 11 0 0 10 7 12 13 0 0 4 14 0 2 0 0 6 1 0 0 0 9 0 14 15 0 12 11 13 3 0 4 7 0 1 7 5 2 0 12 4 0 0 6 14 0 15 0 11 2 4 10 6 0 0 5 9 15 0 0 0 0 12 1 8 0 11 0 12 0 0 7 13 2 1 0 0 6 0 14 0 13 0 15 16 1 11 6 0 4 0 0 0 5 3 2 0 4 0 3 7 8 9 0 0 14 0 15 0 10 16 13 0 0 8 1 14 12 15 16 2 0 11 5 0 4 0 0 3 5 0 0 0 6 4 10 0 7 0 0 3 8 0 11 2 9 10 16 11 0 7 3 14 12 2 0 0 15 0 5 1 10 3 0 1 11 0 4 0 5 15 0 6 16 0 0 0 0 0 11 9 16 0 0 12 0 14 0 4 1 2 3 13 12 5 4 13 14 2 9 6 0 0 0 7 0 0 0 15 16 0 0 8 0 0 1 7 0 9 13 2 12 0 6 0
4,93,15 0 16 0 1 2 0 0 5 6 7 9 10 11 13 0 6 3 7 0 5 9 8 11 1 0 13 0 2 12 16 0 14 2 0 1 7 0 10 13 3 15 0 12 4 8 9 5 4 0 0 9 0 15 14 16 2 10 0 0 1 3 7 6 1 5 0 3 4 16 7 9 6 12 10 13 0 15 0 0 7 0 6 11 0 0 0 1 0 5 14 2 16 9 10 12 0 9 12 13 10 14 0 15 4 16 11 0 0 7 6 3 10 14 0 16 6 5 11 0 8 0 3 7 13 1 0 4 2 0 3 0 8 0 0 14 7 0 0 0 0 13 0 0 5 1 0 7 13 12 0 0 14 11 4 15 0 0 0 0 9 0 13 14 11 1 15 3 12 8 0 0 0 4 5 2 11 0 10 15 0 4 6 0 13 2 5 0 0 0 1 16 3 0 0 2 16 0 4 0 0 14 0 0 6 10 15 0 16 0 0 0 14 0 12 0 10 0 15 5 0 0 0 1 13 10 0 5 15 0 1 0 11 7 0 4 0 0 0 0 0 0 4 8 2 0 9 10 16 3 0 0 0 5 14 0
4,93,0 16 0 1 2 3 4 0 0 9 10 0 0 14 13 15 9 2 8 12 1 5 7 10 0 13 0 0 6 11 16 4 0 10 15 14 8 0 0 13 1 4 0 0 0 3 0 7 4 11 3 0 12 0 16 0 2 5 6 7 0 0 0 10 0 0 2 0 0 10 6 7 9 8 5 12 15 0 0 0 8 0 7 9 3 12 5 0 15 11 0 13 14 10 0 0 5 0 10 11 13 0 0 1 0 14 2 6 0 8 9 0 13 14 16 0 9 0 8 0 7 0 0 10 4 6 12 5 0 1 4 5 7 0 0 16 14 10 0 3 0 13 0 12 0 7 9 0 5 0 0 12 13 0 0 2 16 15 3 0 0 0 0 0 0 15 2 14 5 16 1 0 10 7 0 0 0 0 6 16 4 0 10 3 11 12 7 8 5 9 0 1 0 4 0 10 0 0 0 5 16 2 8 14 3 0 0 9 3 0 13 6 15 4 14 9 12 7 11 0 1 0 10 16 12 0 11 2 16 0 3 8 10 15 0 0 13 0 14 6 0 9 0 7 10 1 12 0 0 0 0 4 0 5 15 0
4,93,3 10 16 7 1 4 0 5 0 0 11 9 0 0 0 14 0 14 9 0 0 3 0 8 0 12 13 15 5 2 16 0 0 0 0 11 6 9 15 12 0 3 16 14 7 0 8 10 0 15 0 0 13 11 0 0 0 0 7 10 1 3 6 0 2 1 0 0 0 7 0 10 9 4 0 11 13 0 14 0 4 6 0 0 9 12 5 0 15 0 1 13 0 0 0 8 8 11 14 13 0 2 4 15 10 0 0 7 6 9 1 0 9 12 15 0 11 0 0 0 0 14 3 8 10 7 0 4 5 2 4 0 8 10 0 0 3 6 9 16 0 14 0 0 7 3 0 9 0 0 16 13 0 1 0 12 11 10 0 2 0 8 1 14 0 15 0 9 13 10 4 2 16 5 7 6 13 16 10 15 2 6 1 4 7 0 14 0 0 8 0 3 10 0 8 0 14 0 13 3 12 9 2 6 4 11 0 15 16 0 0 2 4 5 12 7 0 15 10 1 0 6 3 0 15 0 0 0 10 0 11 0 0 0 8 0 14 12 9 0 14 13 12 3 15 0 0 0 11 0 0 0 0 1 10 16
4,93,0 13 0 0 0 0 0 4 5 6 0 9 0 8 10 15 4 7 6 0 0 8 9 0 1 0 15 0 11 13 14 16 8 15 10 12 0 0 11 0 4 2 0 0 3 1 5 9 0 5 1 3 12 0 15 16 8 11 10 13 2 0 7 0 1 0 3 4 15 0 0 0 7 5 0 0 13 14 16 11 7 8 0 0 4 1 0 0 11 13 0 14 15 2 12 0 0 6 16 13 11 0 14 2 0 0 12 1 0 7 0 8 0 0 15 14 0 13 16 3 9 8 2 0 0 0 0 0 2 0 0 9 0 0 0 0 0 4 13 7 0 15 0 0 6 4 5 11 2 16 1 15 14 9 3 0 0 10 13 12 0 16 12 15 8 5 13 7 6 0 1 0 0 3 0 2 3 0 0 7 0 4 0 12 2 0 5 15 14 11 8 0 0 0 0 0 0 0 0 8 15 7 4 0 0 9 0 0 16 14 7 5 13 15 2 0 10 0 9 6 8 0 3 4 0 0 0 8 10 9 7 0 16 14 0 3 6 0 2 13 10 0 11 6 14 0 4 5 13 12 8 2 1 16 15 7
4,93,1 6 16 13 0 4 3 0 0 9 8 10 11 0 0 15 0 12 8 11 1 6 9 0 0 3 4 15 10 7 0 16 15 0 0 0 0 0 10 11 7 0 0 16 2 1 9 6 0 10 0 0 0 12 15 16 0 6 11 0 3 4 5 8 0 0 5 6 15 3 0 0 8 7 10 11 0 16 14 12 3 1 7 9 8 0 0 13 12 0 16 5 6 15 0 10 8 0 12 16 0 2 7 0 13 14 15 6 5 3 1 0 10 13 14 0 12 16 6 0 3 1 2 9 0 8 7 0 0 0 0 0 7 10 11 4 15 0 9 12 0 13 16 0 9 5 0 12 0 13 0 0 0 0 0 7 0 2 0 1 13 0 0 14 0 0 0 8 6 0 5 1 0 10 3 7 0 8 15 10 3 1 0 0 0 2 0 0 0 0 0 0 12 4 6 0 0 0 13 2 0 5 7 8 0 0 15 0 0 9 13 3 11 5 0 0 10 16 1 4 7 12 6 2 16 7 0 5 6 14 4 0 11 0 12 3 0 0 0 13 11 0 10 0 0 7 0 3 9 13 0 2 1 5 4 14
4,93,9 0 0 0 0 3 0 0 7 6 11 0 12 14 15 16 15 7 16 14 2 6 0 8 0 1 12 4 0 10 11 13 12 11 0 0 14 0 10 0 0 5 8 0 1 4 0 9 0 4 5 6 0 12 0 16 9 10 15 0 0 3 8 7 0 1 4 5 0 0 2 12 8 7 6 9 0 16 0 11 2 6 9 8 0 0 4 14 11 3 16 10 0 0 12 15 0 0 11 16 0 5 0 0 14 0 0 0 3 8 0 2 10 0 0 15 0 0 8 3 4 12 2 5 6 0 0 0 0 3 1 9 5 14 0 6 10 8 0 0 0 13 0 12 0 8 0 7 12 0 16 0 5 0 3 0 4 11 1 0 0 16 10 12 3 8 0 0 6 13 0 2 15 0 7 0 0 15 13 11 0 9 7 2 0 16 14 12 0 6 10 0 0 5 6 2 15 4 12 10 0 0 9 3 7 1 16 8 0 9 15 1 0 13 11 5 16 0 0 7 14 0 0 4 13 14 12 0 0 0 0 7 15 0 0 6 0 0 5 10 16 0 7 0 9 2 14 1 0 4 5 8 0 0 13 6
4,93,8 4 6 2 3 1 5 7 10 9 11 12 13 15 14 16 11 14 0 9 2 4 6 0 1 13 0 15 8 0 0 12 7 0 13 0 8 9 0 0 2 4 14 0 0 3 0 0 1 0 0 0 0 13 0 16 0 6 7 0 2 4 10 9 3 5 0 6 1 2 7 14 8 11 9 0 0 16 13 15 2 0 7 8 4 12 16 13 0 0 3 6 0 11 5 0 0 12 0 15 0 0 10 0 4 1 13 0 0 2 3 7 0 11 0 13 0 6 0 3 0 0 12 0 0 8 0 0 0 2 10 0 7 14 11 5 9 8 6 0 16 12 0 13 0 0 0 0 0 0 0 12 13 0 2 0 11 0 0 3 0 0 15 0 0 0 13 2 0 7 5 14 0 9 4 0 13 7 9 16 10 0 1 0 12 3 15 11 14 0 2 5 0 0 2 0 0 7 4 9 11 16 10 13 15 1 6 0 6 13 0 1 16 15 3 11 0 0 8 2 0 10 0 0 0 9 11 4 14 0 8 0 0 5 1 0 7 0 0 2 15 10 8 7 13 5 0 1 6 12 4 9 3 0 0 0
